day,hour,% difference
21,14,0.157035372
21,15,0.106530102
21,15,0.129553599
21,16,0.089393786
21,16,0.104780113
21,17,0.041798002
21,17,0.09906592
21,18,0.038691031
21,18,0.077896851
21,19,0.046895961
21,19,0.09811065
21,20,0.050874497
21,20,0.123142448
21,21,0.044894895
21,21,0.12596668
21,22,0.046704107
21,22,0.11153825
21,23,0.004278769
21,23,0.062008415
22,0,0.023111127
22,0,0.049694583
22,1,0.006429374
22,1,0.048899466
22,2,0.036035763
22,2,0.030477685
22,3,0.008961185
22,3,0.029279022
22,4,0.05002045
22,4,0.017129716
22,5,0.074832501
22,5,0.048734073
22,6,0.102884339
22,6,0.107752902
22,7,0.152787341
22,7,0.113288778
22,8,0.179866932
22,8,0.146864215
22,9,0.17331084
22,9,0.145360594
22,10,0.174233235
22,10,0.150453315
22,11,0.111327902
22,11,0.094844028
22,12,0.055412638
22,12,0.022302563
22,13,0.088899096
22,13,0.015571238
22,14,0.07077848
22,14,0.022894603
22,15,0.057840611
22,15,0.034249981
22,16,0.041689821
22,16,0.057175472
22,17,0.042659685
22,17,0.052058778
22,18,0.016036626
22,18,0.045639888
22,19,0.071701962
22,19,0.024525431
22,20,0.077052975
22,20,0.004197317
22,21,0.085850192
22,21,0.00397561
22,22,0.095518851
22,22,0.032089318
22,23,0.058008243
22,23,0.01807813
23,0,0.020998218
23,0,0.017011605
23,1,0.001815451
23,1,0.02479858
23,2,0.000903628
23,2,0.012449216
23,3,0.001541042
23,3,0.016961186
23,4,0.01432842
23,4,0.011843218
23,5,0.017243985
23,5,0.003289157
23,6,0.014334593
23,6,0.032695242
23,7,0.017630882
23,7,0.080586421
23,8,0.015056414
23,8,0.097357583
23,9,0.007970649
23,9,0.134756332
23,10,0.007273794
23,10,0.149576722
23,11,0.062580096
23,11,0.081255109
23,12,0.128324038
23,12,0.016171969
23,13,0.112022517
23,13,0.048107151
23,14,0.109273386
23,14,0.026953458
23,15,0.092011515
23,15,0.016744474
23,16,0.071799899
23,16,0.030957527
23,17,0.035181971
23,17,0.037837285
23,18,0.004155587
23,18,0.009758784
23,19,0.045788862
23,19,0.01045311
23,20,0.070548837
23,20,0.046364288
23,21,0.103119829
23,21,0.073334912
23,22,0.118435595
23,22,0.118428748
23,23,0.043752847
23,23,0.075981954
24,0,0.048466505
24,0,0.027745137
24,1,0.017840235
24,1,0.042255382
24,2,0.017039044
24,2,0.039727182
24,3,0.006274873
24,3,0.035269154
24,4,0.026918219
24,4,0.03174492
24,5,0.00473478
24,5,0.088756276
24,6,0.093018253
24,6,0.012156116
24,7,0.0509308
24,7,0.034843119
24,8,0.130009377
24,8,0.06606132
24,9,0.122909283
24,9,0.110361807
24,10,0.09173803
24,10,0.105701072
24,11,0.044147743
24,11,0.050824941
24,12,0.002000625
24,12,0.011692202
24,13,0.044319948
24,13,0.037278285
24,14,0.062374257
24,14,0.02301449
24,15,0.061685166
24,15,0.012813795
24,16,0.038624234
24,16,0.031256973
24,17,0.017672189
24,17,0.031976075
24,18,0.01641906
24,18,0.021753741
24,19,0.032628654
24,19,0.007358963
24,20,0.056426258
24,20,0.0306798
24,21,0.101970674
24,21,0.044221671
24,22,0.103380894
24,22,0.076024886
24,23,0.079363364
24,23,0.048208892
25,0,0.033904009
25,0,0.088858755
25,1,0.002717229
25,1,0.151443608
25,2,0.028604142
25,2,0.035642729
25,3,0.038003407
25,3,0.081913899
25,4,0.067943831
25,4,0.031151379
25,5,0.043946521
25,5,0.096303497
25,6,0.090606408
25,6,0.029116705
25,7,0.075749398
25,7,0.04592963
25,8,0.097660724
25,8,0.081030832
25,9,0.098138016
25,9,0.091972256
25,10,0.029675534
25,10,0.085864958
25,11,0.004943261
25,11,0.037496616
25,12,0.09183741
25,12,0.025800105
25,13,0.068872235
25,13,0.034341739
25,14,0.037363677
25,14,0.012979028
25,15,0.020118909
25,15,0.021886561
25,16,0.012569616
25,16,0.021101602
25,17,0.006044862
25,17,0.01671387
25,18,0.008111687
25,18,0.005071661
25,19,0.019023117
25,19,0.000697257
25,20,0.034906638
25,20,0.043158158
25,21,0.050674451
25,21,0.031170789
25,22,0.024133025
25,22,0.076180495
25,23,0.010193239
25,23,0.039000607
26,0,0.006479074
26,0,0.039056477
26,1,0.019729764
